Player_ID,Player_Name,Team_ID,Team_Name,Season,Competition,Position,Age,Nationality,In_Squad,Appearences,Goals,Assists,Minutes_played
103427,Chris Smalling,985,Manchester United Football Club,2014/2015,fa-cup,Centre-Back,36,England,1,4,0,0,360
103427,Chris Smalling,985,Manchester United Football Club,2014/2015,premier-league,Centre-Back,36,England,1,25,4,0,1879
103427,Chris Smalling,985,Manchester United Football Club,2015/2016,uefa-champions-league,Centre-Back,36,England,1,6,1,0,540
103427,Chris Smalling,985,Manchester United Football Club,2015/2016,uefa-champions-league-qualifying,Centre-Back,36,England,1,2,0,0,180
103427,Chris Smalling,985,Manchester United Football Club,2015/2016,uefa-europa-league,Centre-Back,36,England,1,3,0,0,270
103427,Chris Smalling,985,Manchester United Football Club,2015/2016,fa-cup,Centre-Back,36,England,1,7,1,0,645
103427,Chris Smalling,985,Manchester United Football Club,2015/2016,premier-league,Centre-Back,36,England,1,35,0,0,3150
103427,Chris Smalling,985,Manchester United Football Club,2016/2017,uefa-europa-league,Centre-Back,36,England,1,10,0,1,677
103427,Chris Smalling,985,Manchester United Football Club,2016/2017,fa-cup,Centre-Back,36,England,1,4,1,0,360
103427,Chris Smalling,985,Manchester United Football Club,2016/2017,premier-league,Centre-Back,36,England,1,18,1,1,1215
103427,Chris Smalling,985,Manchester United Football Club,2017/2018,uefa-champions-league,Centre-Back,36,England,1,8,0,0,720
103427,Chris Smalling,985,Manchester United Football Club,2017/2018,fa-cup,Centre-Back,36,England,1,5,0,0,450
103427,Chris Smalling,985,Manchester United Football Club,2017/2018,premier-league,Centre-Back,36,England,1,29,4,0,2535
103427,Chris Smalling,985,Manchester United Football Club,2017/2018,uefa-super-cup,Centre-Back,36,England,1,1,0,0,90
103427,Chris Smalling,985,Manchester United Football Club,2018/2019,uefa-champions-league,Centre-Back,36,England,1,8,0,0,720
103427,Chris Smalling,985,Manchester United Football Club,2018/2019,fa-cup,Centre-Back,36,England,1,2,0,0,180
103427,Chris Smalling,985,Manchester United Football Club,2018/2019,premier-league,Centre-Back,36,England,1,24,1,0,2128
103427,Chris Smalling,12,Associazione Sportiva Roma,2019/2020,italy-cup,Centre-Back,36,England,1,2,0,0,180
103427,Chris Smalling,12,Associazione Sportiva Roma,2019/2020,uefa-europa-league,Centre-Back,36,England,1,5,0,0,450
103427,Chris Smalling,12,Associazione Sportiva Roma,2019/2020,serie-a,Centre-Back,36,England,1,23,2,1,2070
103427,Chris Smalling,12,Associazione Sportiva Roma,2020/2021,uefa-europa-league,Centre-Back,36,England,1,5,0,0,251
103427,Chris Smalling,12,Associazione Sportiva Roma,2020/2021,serie-a,Centre-Back,36,England,1,23,1,2,1606
103427,Chris Smalling,12,Associazione Sportiva Roma,2021/2022,italy-cup,Centre-Back,36,England,1,1,0,0,90
103427,Chris Smalling,12,Associazione Sportiva Roma,2021/2022,serie-a,Centre-Back,36,England,1,27,3,0,2089
103427,Chris Smalling,12,Associazione Sportiva Roma,2022/2023,italy-cup,Centre-Back,36,England,1,1,0,0,45
103427,Chris Smalling,12,Associazione Sportiva Roma,2022/2023,uefa-europa-league,Centre-Back,36,England,1,14,0,0,1155
103427,Chris Smalling,12,Associazione Sportiva Roma,2022/2023,serie-a,Centre-Back,36,England,1,32,3,1,2807
103427,Chris Smalling,12,Associazione Sportiva Roma,2023/2024,uefa-europa-league,Centre-Back,36,England,1,4,0,0,279
103427,Chris Smalling,12,Associazione Sportiva Roma,2023/2024,serie-a,Centre-Back,36,England,1,8,0,0,390
1084065,Arielson,53646,FK Polissya Zhytomyr,2023/2024,premier-liga,Centre-Forward,21,Brazil,1,13,1,2,681
1084065,Arielson,53646,FK Polissya Zhytomyr,2023/2024,ukrainian-cup,Centre-Forward,21,Brazil,1,3,0,0,186
108880,Koen Casteels,533,Turn- und Sportgemeinschaft 1899 Hoffenheim Fußball-Spielbetriebs,2012/2013,bundesliga,Goalkeeper,33,Belgium,1,16,0,0,1386
108880,Koen Casteels,533,Turn- und Sportgemeinschaft 1899 Hoffenheim Fußball-Spielbetriebs,2013/2014,dfb-pokal,Goalkeeper,33,Belgium,1,2,0,0,180
108880,Koen Casteels,533,Turn- und Sportgemeinschaft 1899 Hoffenheim Fußball-Spielbetriebs,2013/2014,bundesliga,Goalkeeper,33,Belgium,1,23,0,0,2053
108880,Koen Casteels,86,Sportverein Werder Bremen von 1899,2014/2015,dfb-pokal,Goalkeeper,33,Belgium,1,1,0,0,90
108880,Koen Casteels,86,Sportverein Werder Bremen von 1899,2014/2015,bundesliga,Goalkeeper,33,Belgium,1,6,0,0,540
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2015/2016,uefa-champions-league,Goalkeeper,33,Belgium,1,2,0,0,180
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2015/2016,dfb-pokal,Goalkeeper,33,Belgium,1,1,0,0,90
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2015/2016,franz-beckenbauer-supercup,Goalkeeper,33,Belgium,1,1,0,0,90
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2015/2016,bundesliga,Goalkeeper,33,Belgium,1,13,0,0,1170
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2016/2017,dfb-pokal,Goalkeeper,33,Belgium,1,2,0,0,180
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2016/2017,bundesliga,Goalkeeper,33,Belgium,1,20,0,0,1800
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2017/2018,dfb-pokal,Goalkeeper,33,Belgium,1,3,0,0,270
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2017/2018,bundesliga,Goalkeeper,33,Belgium,1,34,0,0,3060
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2018/2019,dfb-pokal,Goalkeeper,33,Belgium,1,3,0,0,270
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2018/2019,bundesliga,Goalkeeper,33,Belgium,1,26,0,0,2295
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2019/2020,dfb-pokal,Goalkeeper,33,Belgium,1,1,0,0,120
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2019/2020,uefa-europa-league,Goalkeeper,33,Belgium,1,4,0,0,360
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2019/2020,bundesliga,Goalkeeper,33,Belgium,1,26,0,0,2340
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2020/2021,dfb-pokal,Goalkeeper,33,Belgium,1,3,0,0,270
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2020/2021,uefa-europa-league,Goalkeeper,33,Belgium,1,1,0,0,90
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2020/2021,uefa-europa-league-qualifying,Goalkeeper,33,Belgium,1,2,0,0,180
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2020/2021,bundesliga,Goalkeeper,33,Belgium,1,32,0,0,2880
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2021/2022,uefa-champions-league,Goalkeeper,33,Belgium,1,5,0,0,450
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2021/2022,dfb-pokal,Goalkeeper,33,Belgium,1,1,0,0,120
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2021/2022,bundesliga,Goalkeeper,33,Belgium,1,28,0,0,2520
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2022/2023,dfb-pokal,Goalkeeper,33,Belgium,1,2,0,0,180
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2022/2023,bundesliga,Goalkeeper,33,Belgium,1,34,0,1,3060
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2023/2024,dfb-pokal,Goalkeeper,33,Belgium,1,2,0,0,210
108880,Koen Casteels,82,Verein für Leibesübungen Wolfsburg,2023/2024,bundesliga,Goalkeeper,33,Belgium,1,25,0,0,2250
1100642,Yusuf Akçiçek,36,Fenerbahçe Spor Kulübü,2023/2024,super-lig,Centre-Back,20,Türkiye,1,1,0,0,1
1100642,Yusuf Akçiçek,36,Fenerbahçe Spor Kulübü,2024/2025,uefa-europa-league,Centre-Back,20,Türkiye,1,7,1,1,526
1100642,Yusuf Akçiçek,36,Fenerbahçe Spor Kulübü,2024/2025,super-lig,Centre-Back,20,Türkiye,1,9,0,0,416
1100642,Yusuf Akçiçek,36,Fenerbahçe Spor Kulübü,2025/2026,uefa-champions-league-qualifying,Centre-Back,20,Türkiye,1,1,0,0,1
1100642,Yusuf Akçiçek,36,Fenerbahçe Spor Kulübü,2025/2026,super-lig,Centre-Back,20,Türkiye,1,1,0,0,90
111036,Mehdi Abeid,2578,St. Johnstone FC,2012/2013,scottish-premiership,Central Midfield,33,Algeria,1,12,0,2,689
111036,Mehdi Abeid,2578,St. Johnstone FC,2012/2013,scottish-fa-cup,Central Midfield,33,Algeria,1,1,0,0,31
111036,Mehdi Abeid,762,Newcastle United Football Club,2012/2013,uefa-europa-league,Central Midfield,33,Algeria,1,2,0,0,104
111036,Mehdi Abeid,762,Newcastle United Football Club,2012/2013,fa-cup,Central Midfield,33,Algeria,1,1,0,0,45
111036,Mehdi Abeid,265,Panathinaikos Athlitikos Omilos,2013/2014,super-league-1,Central Midfield,33,Algeria,1,28,7,5,1776
111036,Mehdi Abeid,265,Panathinaikos Athlitikos Omilos,2013/2014,kypello-elladas,Central Midfield,33,Algeria,1,6,1,1,394
111036,Mehdi Abeid,762,Newcastle United Football Club,2014/2015,premier-league,Central Midfield,33,Algeria,1,13,0,0,662
111036,Mehdi Abeid,265,Panathinaikos Athlitikos Omilos,2015/2016,super-league-1,Central Midfield,33,Algeria,1,23,3,0,1546
111036,Mehdi Abeid,265,Panathinaikos Athlitikos Omilos,2015/2016,kypello-elladas,Central Midfield,33,Algeria,1,6,1,0,433
111036,Mehdi Abeid,2969,Dijon FCO,2016/2017,ligue-1,Central Midfield,33,Algeria,1,28,3,2,2376
111036,Mehdi Abeid,2969,Dijon FCO,2017/2018,ligue-1,Central Midfield,33,Algeria,1,19,0,1,1177
111036,Mehdi Abeid,2969,Dijon FCO,2018/2019,ligue-1,Central Midfield,33,Algeria,1,26,3,0,2026
111036,Mehdi Abeid,995,Football Club de Nantes,2019/2020,ligue-1,Central Midfield,33,Algeria,1,25,1,2,1817
111036,Mehdi Abeid,995,Football Club de Nantes,2020/2021,ligue-1,Central Midfield,33,Algeria,1,18,0,0,1321
111036,Mehdi Abeid,6890,İstanbul Başakşehir Futbol Kulübü,2023/2024,super-lig,Central Midfield,33,Algeria,1,18,3,3,804
111524,Ahmed Hegazy,430,Associazione Calcio Fiorentina,2012/2013,italy-cup,Centre-Back,35,Egypt,1,1,1,0,90
111524,Ahmed Hegazy,430,Associazione Calcio Fiorentina,2012/2013,serie-a,Centre-Back,35,Egypt,1,2,0,0,31
111524,Ahmed Hegazy,430,Associazione Calcio Fiorentina,2013/2014,serie-a,Centre-Back,35,Egypt,1,1,0,0,90
111524,Ahmed Hegazy,984,West Bromwich Albion,2017/2018,fa-cup,Centre-Back,35,Egypt,1,3,0,0,233
111524,Ahmed Hegazy,984,West Bromwich Albion,2017/2018,premier-league,Centre-Back,35,Egypt,1,38,2,0,3387
111524,Ahmed Hegazy,984,West Bromwich Albion,2020/2021,premier-league,Centre-Back,35,Egypt,1,1,0,0,90
1119447,Christopher Bonsu Baah,1184,Koninklijke Racing Club Genk,2023/2024,jupiler-pro-league,Left Winger,21,Ghana,1,27,1,1,1190
1119447,Christopher Bonsu Baah,1184,Koninklijke Racing Club Genk,2023/2024,uefa-champions-league-qualifying,Left Winger,21,Ghana,1,1,0,0,14
1119447,Christopher Bonsu Baah,1184,Koninklijke Racing Club Genk,2023/2024,uefa-conference-league-qualifiers,Left Winger,21,Ghana,1,2,0,0,93
1119447,Christopher Bonsu Baah,1184,Koninklijke Racing Club Genk,2023/2024,uefa-europa-league-qualifying,Left Winger,21,Ghana,1,2,0,0,11
1119447,Christopher Bonsu Baah,1184,Koninklijke Racing Club Genk,2024/2025,jupiler-pro-league,Left Winger,21,Ghana,1,28,3,4,1822
1141560,Kader Meïté,273,Stade Rennais Football Club,2024/2025,ligue-1,Centre-Forward,18,Cote d'Ivoire,1,12,2,0,537
1141560,Kader Meïté,273,Stade Rennais Football Club,2025/2026,ligue-1,Centre-Forward,18,Cote d'Ivoire,1,17,3,2,530
115763,Koray Günter,141,Galatasaray Spor Kulübü,2013/2014,super-lig,Centre-Back,31,Germany,1,4,0,0,98
115763,Koray Günter,16,Borussia Dortmund,2013/2014,bundesliga,Centre-Back,31,Germany,1,1,0,0,1
115763,Koray Günter,141,Galatasaray Spor Kulübü,2014/2015,super-lig,Centre-Back,31,Germany,1,12,0,0,938
115763,Koray Günter,141,Galatasaray Spor Kulübü,2015/2016,uefa-europa-league,Centre-Back,31,Germany,1,1,0,0,90
115763,Koray Günter,141,Galatasaray Spor Kulübü,2015/2016,super-lig,Centre-Back,31,Germany,1,9,0,0,574
115763,Koray Günter,141,Galatasaray Spor Kulübü,2017/2018,super-lig,Centre-Back,31,Germany,1,3,0,0,18
115763,Koray Günter,252,Genoa Cricket and Football Club,2018/2019,italy-cup,Centre-Back,31,Germany,1,1,0,0,30
115763,Koray Günter,252,Genoa Cricket and Football Club,2018/2019,serie-a,Centre-Back,31,Germany,1,14,0,0,829
115763,Koray Günter,276,Verona Hellas Football Club,2019/2020,italy-cup,Centre-Back,31,Germany,1,1,0,0,32
115763,Koray Günter,276,Verona Hellas Football Club,2019/2020,serie-a,Centre-Back,31,Germany,1,23,0,0,1948
115763,Koray Günter,276,Verona Hellas Football Club,2020/2021,serie-a,Centre-Back,31,Germany,1,36,0,3,2556
115763,Koray Günter,276,Verona Hellas Football Club,2021/2022,italy-cup,Centre-Back,31,Germany,1,1,1,0,68
115763,Koray Günter,276,Verona Hellas Football Club,2021/2022,serie-a,Centre-Back,31,Germany,1,30,0,0,2413
115763,Koray Günter,1038,UC Sampdoria,2022/2023,serie-a,Centre-Back,31,Germany,1,10,0,0,775
115763,Koray Günter,276,Verona Hellas Football Club,2022/2023,italy-cup,Centre-Back,31,Germany,1,1,0,0,90
115763,Koray Günter,276,Verona Hellas Football Club,2022/2023,serie-a,Centre-Back,31,Germany,1,13,1,1,1002
115763,Koray Günter,6646,Fatih Karagümrük Sportif Faaliyetler San. Tic. A.Ş.,2023/2024,super-lig,Centre-Back,31,Germany,1,10,0,0,691
115763,Koray Günter,1467,Göztepe Sportif Yatırımlar A.Ş.,2024/2025,super-lig,Centre-Back,31,Germany,1,25,2,0,1752
1178474,Amadou Koné,1421,Stade Reims,2023/2024,ligue-1,Defensive Midfield,20,Cote d'Ivoire,1,16,0,0,468
1178474,Amadou Koné,1421,Stade Reims,2024/2025,ligue-1,Defensive Midfield,20,Cote d'Ivoire,1,24,0,0,1301
120785,Knowledge Musona,167,Fußball-Club Augsburg 1907,2012/2013,dfb-pokal,Attacking Midfield,35,Zimbabwe,1,3,1,0,183
120785,Knowledge Musona,167,Fußball-Club Augsburg 1907,2012/2013,bundesliga,Attacking Midfield,35,Zimbabwe,1,14,0,1,781
120785,Knowledge Musona,2861,KV Oostende,2014/2015,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,9,3,1,570
120785,Knowledge Musona,2861,KV Oostende,2015/2016,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,28,11,4,2006
120785,Knowledge Musona,2861,KV Oostende,2016/2017,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,21,9,5,1593
120785,Knowledge Musona,2861,KV Oostende,2017/2018,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,20,5,5,1709
120785,Knowledge Musona,2861,KV Oostende,2017/2018,uefa-europa-league-qualifying,Attacking Midfield,35,Zimbabwe,1,2,1,0,169
120785,Knowledge Musona,498,KSC Lokeren (- 2020),2018/2019,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,6,1,0,525
120785,Knowledge Musona,58,Royal Sporting Club Anderlecht,2018/2019,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,8,1,2,299
120785,Knowledge Musona,58,Royal Sporting Club Anderlecht,2018/2019,uefa-europa-league,Attacking Midfield,35,Zimbabwe,1,2,0,0,164
120785,Knowledge Musona,1245,KAS Eupen,2019/2020,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,7,2,0,522
120785,Knowledge Musona,1245,KAS Eupen,2020/2021,jupiler-pro-league,Attacking Midfield,35,Zimbabwe,1,24,7,2,1757
120785,Knowledge Musona,3583,,2025/2026,africa-cup-of-nations,Attacking Midfield,35,Zimbabwe,1,1,1,0,58
122421,Adam Maher,1090,Alkmaar Zaanstreek,2012/2013,uefa-europa-league-qualifying,Central Midfield,32,Netherlands,1,2,0,0,180
122421,Adam Maher,1090,Alkmaar Zaanstreek,2012/2013,eredivisie,Central Midfield,32,Netherlands,1,31,7,5,2683
122421,Adam Maher,1090,Alkmaar Zaanstreek,2012/2013,knvb-beker,Central Midfield,32,Netherlands,1,6,3,4,540
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2013/2014,uefa-champions-league-qualifying,Central Midfield,32,Netherlands,1,4,0,1,339
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2013/2014,uefa-europa-league,Central Midfield,32,Netherlands,1,6,1,0,527
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2013/2014,eredivisie,Central Midfield,32,Netherlands,1,26,3,1,1754
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2013/2014,knvb-beker,Central Midfield,32,Netherlands,1,1,0,0,45
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2014/2015,uefa-europa-league,Central Midfield,32,Netherlands,1,8,0,1,593
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2014/2015,uefa-europa-league-qualifying,Central Midfield,32,Netherlands,1,4,1,0,346
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2014/2015,eredivisie,Central Midfield,32,Netherlands,1,31,7,5,2400
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2014/2015,knvb-beker,Central Midfield,32,Netherlands,1,3,0,0,225
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2015/2016,uefa-champions-league,Central Midfield,32,Netherlands,1,3,0,2,253
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2015/2016,eredivisie,Central Midfield,32,Netherlands,1,14,2,2,702
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2015/2016,knvb-beker,Central Midfield,32,Netherlands,1,2,0,1,177
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2015/2016,johan-cruijff-schaal,Central Midfield,32,Netherlands,1,1,1,0,85
122421,Adam Maher,2944,Ankaraspor,2016/2017,uefa-europa-league,Central Midfield,32,Netherlands,1,8,1,1,426
122421,Adam Maher,2944,Ankaraspor,2016/2017,super-lig,Central Midfield,32,Netherlands,1,24,2,2,1311
122421,Adam Maher,317,Football Club Twente,2017/2018,eredivisie,Central Midfield,32,Netherlands,1,16,1,4,1422
122421,Adam Maher,317,Football Club Twente,2017/2018,knvb-beker,Central Midfield,32,Netherlands,1,2,2,0,180
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2017/2018,eredivisie,Central Midfield,32,Netherlands,1,1,0,0,1
122421,Adam Maher,383,Eindhovense Voetbalvereniging Philips Sport Vereniging,2017/2018,knvb-beker,Central Midfield,32,Netherlands,1,2,2,1,161
122421,Adam Maher,1090,Alkmaar Zaanstreek,2018/2019,eredivisie,Central Midfield,32,Netherlands,1,25,1,4,1985
122421,Adam Maher,1090,Alkmaar Zaanstreek,2018/2019,knvb-beker,Central Midfield,32,Netherlands,1,4,1,1,390
122421,Adam Maher,200,Football Club Utrecht,2019/2020,uefa-europa-league-qualifying,Central Midfield,32,Netherlands,1,2,0,0,210
122421,Adam Maher,200,Football Club Utrecht,2019/2020,eredivisie,Central Midfield,32,Netherlands,1,23,3,5,1927
122421,Adam Maher,200,Football Club Utrecht,2019/2020,knvb-beker,Central Midfield,32,Netherlands,1,4,2,0,360
122421,Adam Maher,200,Football Club Utrecht,2020/2021,eredivisie,Central Midfield,32,Netherlands,1,25,2,5,2181
122421,Adam Maher,200,Football Club Utrecht,2020/2021,knvb-beker,Central Midfield,32,Netherlands,1,1,0,0,90
122421,Adam Maher,200,Football Club Utrecht,2021/2022,eredivisie,Central Midfield,32,Netherlands,1,32,1,3,2757
122421,Adam Maher,200,Football Club Utrecht,2021/2022,knvb-beker,Central Midfield,32,Netherlands,1,2,1,1,152
124895,Bart Schenkeveld,1304,Heracles Almelo,2012/2013,eredivisie,Centre-Back,34,Netherlands,1,12,0,0,1013
124895,Bart Schenkeveld,1304,Heracles Almelo,2012/2013,knvb-beker,Centre-Back,34,Netherlands,1,1,0,0,90
124895,Bart Schenkeveld,1304,Heracles Almelo,2013/2014,eredivisie,Centre-Back,34,Netherlands,1,31,0,0,2539
124895,Bart Schenkeveld,1304,Heracles Almelo,2013/2014,knvb-beker,Centre-Back,34,Netherlands,1,3,0,0,253
124895,Bart Schenkeveld,1304,Heracles Almelo,2014/2015,eredivisie,Centre-Back,34,Netherlands,1,18,0,0,1288
124895,Bart Schenkeveld,1269,Prins Hendrik Ende Desespereert Nimmer Combinatie Zwolle,2015/2016,eredivisie,Centre-Back,34,Netherlands,1,12,0,1,702
124895,Bart Schenkeveld,1269,Prins Hendrik Ende Desespereert Nimmer Combinatie Zwolle,2016/2017,eredivisie,Centre-Back,34,Netherlands,1,20,1,1,1119
124895,Bart Schenkeveld,1269,Prins Hendrik Ende Desespereert Nimmer Combinatie Zwolle,2016/2017,knvb-beker,Centre-Back,34,Netherlands,1,2,0,1,180
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2019/2020,super-league-1,Centre-Back,34,Netherlands,1,19,1,3,1679
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2019/2020,kypello-elladas,Centre-Back,34,Netherlands,1,3,1,0,270
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2020/2021,super-league-1,Centre-Back,34,Netherlands,1,22,1,0,1880
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2020/2021,kypello-elladas,Centre-Back,34,Netherlands,1,2,0,0,180
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2021/2022,super-league-1,Centre-Back,34,Netherlands,1,12,0,0,998
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2021/2022,kypello-elladas,Centre-Back,34,Netherlands,1,5,0,0,450
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2022/2023,uefa-conference-league-qualifiers,Centre-Back,34,Netherlands,1,1,0,0,55
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2022/2023,super-league-1,Centre-Back,34,Netherlands,1,20,0,0,1719
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2022/2023,kypello-elladas,Centre-Back,34,Netherlands,1,2,0,0,180
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2023/2024,uefa-champions-league-qualifying,Centre-Back,34,Netherlands,1,2,0,0,71
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2023/2024,uefa-europa-league,Centre-Back,34,Netherlands,1,6,0,0,540
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2023/2024,super-league-1,Centre-Back,34,Netherlands,1,17,0,0,1308
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2023/2024,kypello-elladas,Centre-Back,34,Netherlands,1,3,0,0,81
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2024/2025,uefa-conference-league-qualifiers,Centre-Back,34,Netherlands,1,1,0,0,11
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2024/2025,uefa-europa-league-qualifying,Centre-Back,34,Netherlands,1,1,0,0,89
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2024/2025,super-league-1,Centre-Back,34,Netherlands,1,11,0,0,959
124895,Bart Schenkeveld,265,Panathinaikos Athlitikos Omilos,2024/2025,kypello-elladas,Centre-Back,34,Netherlands,1,3,0,0,225
127187,Abdoulaye Doucouré,273,Stade Rennais Football Club,2012/2013,ligue-1,Attacking Midfield,33,Mali,1,4,1,0,318
127187,Abdoulaye Doucouré,273,Stade Rennais Football Club,2013/2014,ligue-1,Attacking Midfield,33,Mali,1,20,6,5,1170
127187,Abdoulaye Doucouré,273,Stade Rennais Football Club,2014/2015,ligue-1,Attacking Midfield,33,Mali,1,35,3,6,2750
127187,Abdoulaye Doucouré,16795,Granada CF,2015/2016,laliga,Attacking Midfield,33,Mali,1,15,0,2,1157
127187,Abdoulaye Doucouré,273,Stade Rennais Football Club,2015/2016,ligue-1,Attacking Midfield,33,Mali,1,16,2,2,946
